Título;ISSN impresa;ISSN en linea;Instituto/Editorial;NBRA;URL_NBRA;DOAJ;URL_DOAJ;Latindex;URL_Latindex;Redalyc;URL_Redalyc;Scimago;URL_Scimago;Scielo;URL_Scielo;WoS;URL_WoS;Biblat;URL_Biblat;Dialnet;URL_Dialnet
Anales de historia antigua, medieval y moderna;1514-9927;1853-1555;Universidad de Buenos Aires, Facultad de Filosofía y Letras, Instituto de Historia Antigua y Medieval;true;https://www.caicyt-conicet.gov.ar/sitio/anales-de-historia-antigua-medieval-y-moderna-en-linea/;true;https://doaj.org/toc/1853-1555;true;https://www.latindex.org/latindex/ficha/26051;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=66
Anales de la Educación Común;2451-5329;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28235
Anales de la Sociedad Rural Argentina;0037-8631;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/anales-de-la-sociedad-rural-argentina/articulo/altamente-contagiosa-mastitis-por-micoplasma;false;null
Anales de lingüística;0325-3597;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=24060
Anales de Lingüística.;;2684-0669;EDIFyL Facultad de Filosofía y Letras UNCuyo;false;null;false;null;true;https://www.latindex.org/latindex/ficha/26403;false;null;false;null;false;null;false;null;false;null;false;null
Anales del IAA;2362-2024;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26829
Anales: Academia Nacional de Derecho y Ciencias Sociales de Córdoba;0325-5425;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=12414
Análisis de las Prácticas: Revista sobre formación y ejercicio profesional docente;2796-9835;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28197
Analisis Filosofico;0326-1301;1851-9636;Sociedad Argentina de Analisis Filosofico;true;https://www.caicyt-conicet.gov.ar/sitio/analisis-filosofico/;true;https://doaj.org/toc/1851-9636;true;https://www.latindex.org/latindex/ficha/19089;true;https://www.redalyc.org/revista.oa?id=3400&tipo=coleccion;true;https://www.scimagojr.com/journalsearch.php?q=21100827842&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-9636&lng=es&nrm=iso;true;null;false;null;false;null
Anatéllei: se levanta;1850-4671;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=10874
Anclajes;0329-3807;1851-4669;Instituto de Investigaciones Literarias y Discursivas;true;https://www.caicyt-conicet.gov.ar/sitio/anclajes-santa-rosa/;true;https://doaj.org/toc/1851-4669;true;https://www.latindex.org/latindex/ficha/19095;true;https://www.redalyc.org/revista.oa?id=224&tipo=coleccion;true;https://www.scimagojr.com/journalsearch.php?q=21100218077&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-4669&lng=es&nrm=iso;true;null;false;null;false;null
Andes;0327-1676;1668-8090;Instituto de Investigaciones en Ciencias Sociales y Humanidades;true;https://www.caicyt-conicet.gov.ar/sitio/andes-salta/;true;https://doaj.org/toc/1668-8090;undefined;undefined;true;https://www.redalyc.org/revista.oa?id=127&tipo=coleccion;undefined;undefined;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1668-8090&lng=es&nrm=iso;undefined;undefined;true;https://biblat.unam.mx/es/revista/andes-salta/articulo/conflictos-en-las-fronteras-del-chaco-la-disputa-entre-cordoba-y-santa-fe-hacia-mediados-del-siglo-xviii;undefined;undefined
Antártida;0302-5691;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/antartida/articulo/bahia-margarita-un-centro-de-irradiacion-de-exploraciones-antarticas;false;null
Antigua Matanza;;2545-8701;Secretaría de Extsión Universitaria, Universidad Nacional de La Matanza;true;https://www.caicyt-conicet.gov.ar/sitio/antigua-matanza/;true;https://doaj.org/toc/2545-8701;true;https://www.latindex.org/latindex/ficha/24751;true;https://www.redalyc.org/revista.oa?id=7239&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Antiguo oriente;1667-9202;X;Archaeopress;true;https://www.caicyt-conicet.gov.ar/sitio/antiguo-oriente/;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100312021&tip=sid&clean=0;false;null;false;null;true;https://biblat.unam.mx/es/revista/antiguo-oriente/articulo/da-riva-rocio-arqueologos-etnologos-y-espias-la-mision-de-leo-frobenius-en-arabia-y-eritrea-19141915-barcelona-bellaterra-arqueologia-2017-184-p-isbn-978-847-2908307;true;https://dialnet.unirioja.es/servlet/revista?codigo=7604
Antiguos jesuitas en Iberoamérica;;2314-3908;Centro de Investigaciones y Estudios sobre Cultura y Sociedad (CIECS) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) - Universidad Nacional de Córdoba (UNC);true;https://www.caicyt-conicet.gov.ar/sitio/antiguos-jesuitas-en-iberoamerica/;true;https://doaj.org/toc/2314-3908;true;https://www.latindex.org/latindex/ficha/20696;false;null;false;null;false;null;false;null;false;null;false;null
Anuario (Centro de Estudios Económicos de la Empresa y el Desarrollo. En línea);;2545-8299;Facultad de Cicias Económicas, Universidad de Buos Aires;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-centro-de-estudios-economicos-de-la-empresa-y-el-desarrollo-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/23642;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2545-8299&lng=es&nrm=iso;false;null;false;null;false;null
Anuario argentino de derecho canónico;0328-5049;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=10860
Anuario de arqueología;2684-0138;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28394
Anuario de Derecho Civil;2683-6920;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26459
Anuario de Historia de la Educación;1669-8568;2313-9277;Sociedad Argentina de Historia de la Educación;true;https://www.caicyt-conicet.gov.ar/sitio/historia-de-la-educacion-anuario/;true;https://doaj.org/toc/2313-9277;true;https://www.latindex.org/latindex/ficha/19635;true;https://www.redalyc.org/revista.oa?id=3847&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2313-9277&lng=es&nrm=iso;false;null;false;null;false;null
Anuario de Investigaciones;0329-5885;1851-1686;Universidad de Buenos Aires;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-de-investigaciones-facultad-de-psicologia-universidad-de-buenos-aires/;true;https://doaj.org/toc/1851-1686;false;null;true;https://www.redalyc.org/revista.oa?id=3691&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Anuario de la Escuela de Historia;1853-8835;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26305
Anuario de la Escuela de Historia virtual;1666-5856;1853-7049;Universidad Nacional de Córdoba, Facultad de Filosofía y Humanidades, Escuela de Historia;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-de-la-escuela-de-historia-virtual/;true;https://doaj.org/toc/1853-7049;true;https://www.latindex.org/latindex/ficha/1204;false;null;false;null;false;null;false;null;false;null;false;null
Anuario de la Red Eurolatinoamericana de Buen Gobierno y Buena Administración;2953-3880;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27740
Anuario del Centro de Estudios Históricos "Prof. Carlos S. A. Segreti";1666-6836;2683-9164;Universidad Nacional de Córdoba;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-del-centro-de-estudios-historicos-profesor-carlos-a-segretti/;true;https://doaj.org/toc/2683-9164;true;https://www.latindex.org/latindex/ficha/29673;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=13849
Anuario del Instituto de Historia Argentina;1668-950X;2314-257X;Facultad de Humanidades y Ciencias de la Educación;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-del-instituto-de-historia-argentina/;true;https://doaj.org/toc/2314-257X;true;https://www.latindex.org/latindex/ficha/20738;false;null;false;null;false;null;false;null;false;null;false;null
Anuario Digital de Investigación Educativa;2618-3862;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26454
Anuario Escuela de Archivología;1853-3949;1852-6446;Universidad Nacional de Córdoba;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-escuela-de-archivologia/;true;https://doaj.org/toc/1852-6446;true;https://www.latindex.org/latindex/ficha/1277;false;null;false;null;false;null;false;null;false;null;false;null
Anuario IEHS;0326-9671;2524-9339;UNIV NACL CENTRO PROVINCIA BUENOS AIRES (UNICEN), FAC CIENCIAS SOCIALES , AVE ARISTOBULO DEL VALLE 5737, BUENOS AIRES, Argentina, OLAVARIA, 7400;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-iehs/;true;https://doaj.org/toc/2524-9339;false;null;false;null;false;null;false;null;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=18552
Anuario sobre bibliotecas, archivos y museos escolares;2718-8965;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28442
Anuario tarea;;2469-0422;Universidad Nacional de San Martín;true;https://www.caicyt-conicet.gov.ar/sitio/anuario-tarea-ciudad-autonoma-de-buenos-aires-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/23883;false;null;false;null;false;null;false;null;false;null;false;null
Aportes para la integración latinoamericana;1667-8613;2468-9912;Universidad Nacional de La Plata, Facultad de Ciencias Jurídicas y Sociales, Instituto de Integración Latinoamericana;true;https://www.caicyt-conicet.gov.ar/sitio/aportes-para-la-integracion-latinoamericana/;true;https://doaj.org/toc/2468-9912;true;https://www.latindex.org/latindex/ficha/1365;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;true;https://biblat.unam.mx/es/revista/aportes-para-la-integracion-latinoamericana/articulo/proyecto-de-confederacion-latinoamericana-de-1862-un-ignorado-precursor-boliviano-de-la-teoria-de-la-integracion-regional;undefined;undefined
Aprendo con NooJ.;;2718-8574;Universidad Nacional de Rosario;false;null;false;null;true;https://www.latindex.org/latindex/ficha/29076;false;null;false;null;false;null;false;null;false;null;false;null
Apuntes de investigación del CECYP;0329-2142;1851-9814;;true;https://www.caicyt-conicet.gov.ar/sitio/apuntes-de-investigacion-del-cecyp/;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=19681
Archivos argentinos de dermatología;0066-6750;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/archivos-argentinos-de-dermatologia/articulo/asociacion-del-melanoma-cutaneo-y-del-sindrome-de-los-nevos-atipicos-con-el-melanoma-ocular;false;null
Archivos Argentinos de Pediatria;0325-0075;1668-3501;Sociedad Argentina de Pediatria;true;https://www.caicyt-conicet.gov.ar/sitio/archivos-argentinos-de-pediatria/;true;https://doaj.org/toc/1668-3501;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=14512&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0325-0075&lng=es&nrm=iso;true;null;false;null;false;null
Archivos argentinos de tisiología y neumonología;0004-0509;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/archivos-argentinos-de-tisiologia-y-neumonologia/articulo/aspectos-inmunologicos-de-la-tuberculosis;false;null
Archivos de Alergia e Inmunologia Clinica;1515-9825;;Asociacion Argentina de Alergia e Inmunologia Clinica;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100231629&tip=sid&clean=0;false;null;false;null;false;null;false;null
Archivos de ciencias de la educación;0518-3669;2346-8866;Universidad Nacional de La Plata. Facultad de Humanidades y Ciencias de la Educación. Departamento de Ciencias de la Educación;false;null;true;https://doaj.org/toc/2346-8866;true;https://www.latindex.org/latindex/ficha/1490;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=16790
Archivos de historia del movimiento obrero y la izquierda;2313-9749;;;false;null;true;https://doaj.org/toc/2313-9749;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/archivos-de-historia-del-movimiento-obrero-y-la-izquierda/articulo/actores-de-reparto-los-obreros-agricolas-pampeanos-en-los-inicios-de-la-etapa-agroexportadora-afluentes-tareas-organizacion-y-conflictos-1880-1904;false;null
Archivos de historia del movimiento obrero y la izquierda;2683-9601;2313-9749;Centro de Estudios Historicos de los Trabajadores y las Izquierdas;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101039620&tip=sid&clean=0;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27951
Archivos de medicina familiar y general;1668-8341;2314-159X;;true;https://www.caicyt-conicet.gov.ar/sitio/archivos-de-medicina-familiar-y-general/;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Archivos del presente: Revista latinoamericana de temas internacionales;0328-3151;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=19739
Ardea: Revista de arte, ciencia y cultura;2618-5040;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27694
Area;0328-1337;2591-5312;Secretaría de Investigación;true;https://www.caicyt-conicet.gov.ar/sitio/area-en-linea/;true;https://doaj.org/toc/2591-5312;true;https://www.latindex.org/latindex/ficha/25550;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27384
Argentina tecnológica;0326-8101;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/argentina-tecnologica/articulo/ciavt-cooperativa-pionera-en-inseminacion-artificial;false;null
ARGENTINIAN JOURNAL OF APPLIED LINGUISTICS;2314-3576;;FEDERACION ARGENTINA ASOC PROFESORES INGLES-FAAP , ARTURO M BAS 22, CORDOBA, ARGENTINA, X5000KLB;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;false;null
Argentinian Journal of Respiratory & Physical Therapy (AJRPT);2618-4095;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28514
Argonautas: Revista de Educación y Ciencias Sociales;1853-9092;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28024
Argos: Revista de la Asociación Argentina de Estudios Clásicos (AADEC);1853-6379;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27241
Argumentos;;2525-0469;Centro de Perfeccionamiento "Ricardo C. Nuñez" del Poder Judicial de la Provincia de Córdoba;false;null;true;https://doaj.org/toc/2525-0469;true;https://www.latindex.org/latindex/ficha/25393;false;null;false;null;false;null;false;null;false;null;false;null
Argumentos;;1666-8979;Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani;true;https://www.caicyt-conicet.gov.ar/sitio/argumentos-buenos-aires/;true;https://doaj.org/toc/1666-8979;true;https://www.latindex.org/latindex/ficha/1581;false;null;false;null;false;null;false;null;false;null;false;null
Arkadin;;2525-085X;Papel Cosido;false;null;false;null;true;https://www.latindex.org/latindex/ficha/24760;false;null;false;null;false;null;false;null;false;null;false;null
Armiliar;;2545-7888;Papel Cosido;false;null;true;https://doaj.org/toc/2545-7888;true;https://www.latindex.org/latindex/ficha/24301;false;null;false;null;false;null;false;null;false;null;false;null
Arqueologia;0327-5159;1853-8126;Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto de Arqueología;true;https://www.caicyt-conicet.gov.ar/sitio/arqueologia-en-linea/;true;https://doaj.org/toc/1853-8126;true;https://www.latindex.org/latindex/ficha/19127;false;null;false;null;false;null;true;null;false;null;false;null
Arquisur revista;1853-2365;2250-4206;Ediciones UNL;true;https://www.caicyt-conicet.gov.ar/sitio/arquisur-revista-en-linea/;true;https://doaj.org/toc/2250-4206;true;https://www.latindex.org/latindex/ficha/19129;true;https://www.redalyc.org/revista.oa?id=6997&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2250-4206&lng=es&nrm=iso;false;null;false;null;false;null
Arquitecno;0328-0896;2683-9881;Universidad Nacional del Nordeste, Facultad de Arquitectura y Urbanismo;false;null;true;https://doaj.org/toc/2683-9881;true;https://www.latindex.org/latindex/ficha/25530;false;null;false;null;false;null;false;null;false;null;false;null
Arte e investigación;1850-2334;2469-1488;Papel Cosido;false;null;true;https://doaj.org/toc/2469-1488;true;https://www.latindex.org/latindex/ficha/22989;false;null;false;null;false;null;false;null;false;null;false;null
Artilugio;;2408-462X;National University of Cordoba (UNC), Faculty of Arts, CePIA (Arts Production and Research Center);true;https://www.caicyt-conicet.gov.ar/sitio/artilugio-cordoba/;true;https://doaj.org/toc/2408-462X;true;https://www.latindex.org/latindex/ficha/25885;false;null;false;null;false;null;false;null;false;null;false;null
Artroscopia;1851-2828;1853-4759;Asociacion Argentina de Artroscopia;false;null;true;https://doaj.org/toc/1853-4759;true;https://www.latindex.org/latindex/ficha/19140;false;null;false;null;false;null;false;null;false;null;false;null
Astrolabio;;1668-7515;Centro de Investigaciones y Estudios sobre Cultura y Sociedad (CONICET y UNC);true;https://www.caicyt-conicet.gov.ar/sitio/astrolabio-cordoba/;true;https://doaj.org/toc/1668-7515;true;https://www.latindex.org/latindex/ficha/1830;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1668-7515&lng=es&nrm=iso;false;null;false;null;false;null
Atek Na;;2422-6726;Editorial de la Universidad Nacional de Luján;true;https://www.caicyt-conicet.gov.ar/sitio/atek-na-ciudad-autonoma-de-buenos-aires-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/25403;false;null;false;null;false;null;false;null;false;null;false;null
Audit.AR: Revista de auditoría;2718-8647;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27835
AUGMDOMUS;1852-2181;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26235
Aula Universitaria;2362-3330;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27543
Aura;;2347-0135;Universidad Nacional del Centro de la Provincia de Buenos Aires. Facultad de Arte. Departamento de Historia y Teoría del Arte.;false;null;true;https://doaj.org/toc/2347-0135;true;https://www.latindex.org/latindex/ficha/21975;false;null;false;null;false;null;false;null;false;null;false;null
Auster;1514-0121;2346-8890;Centro de Estudios Latinos. IdIHCS (UNLP-CONICET);undefined;undefined;true;https://doaj.org/toc/2346-8890;true;https://www.latindex.org/latindex/ficha/20749;undefined;undefined;undefined;undefined;undefined;undefined;true;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=17848
Austral Comunicacion;2313-9129;2313-9137;Austral University, Faculty of Communication;true;https://www.caicyt-conicet.gov.ar/sitio/austral-comunicacion/;true;https://doaj.org/toc/2313-9137;true;https://www.latindex.org/latindex/ficha/3105;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101180709&tip=sid&clean=0;false;null;true;null;false;null;false;null
Avá;1515-2413;1851-1694;Universidad Nacional de Misiones;true;https://www.caicyt-conicet.gov.ar/sitio/ava-posadas/;true;https://doaj.org/toc/1851-1694;false;null;true;https://www.redalyc.org/revista.oa?id=1690&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Avances;1667-927X;2718-6555;EdFA - Editorial de la Facultad de Artes UNC;false;null;true;https://doaj.org/toc/2718-6555;true;https://www.latindex.org/latindex/ficha/27942;false;null;false;null;false;null;false;null;false;null;false;null
Avances del Cesor;1514-3899;2422-6580;Universidad Nacional de Rosario, Consejo Nacional de Investigaciones Científicas y Técnicas, Nodo Centro de Estudios Sociales Regionales, Unidad Ejecutora Investigaciones Socio-Históricas Regionales;true;https://www.caicyt-conicet.gov.ar/sitio/avances-del-cesor/;true;https://doaj.org/toc/2422-6580;true;https://www.latindex.org/latindex/ficha/22089;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100923520&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2422-6580&lng=es&nrm=iso;true;null;false;null;false;null
Avances en energías renovables y medio ambiente (AVERMA);2796-8111;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=28426
Avatares de la comunicación y la cultura;;1853-5925;Facultad de cicias Sociales Universidad de Buos Aires;true;https://www.caicyt-conicet.gov.ar/sitio/avatares-de-la-comunicacion-y-la-cultura/;true;https://doaj.org/toc/1853-5925;true;https://www.latindex.org/latindex/ficha/19148;false;null;false;null;false;null;false;null;false;null;false;null
Ayana: Revista de Investigación en Turismo;2718-6717;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27836
Badebec;;1853-9580;Universidad Nacional de Rosario, Facultad de Humanidades y Artes, Centro de Estudios de Teoría y Crítica Literaria;false;null;true;https://doaj.org/toc/1853-9580;true;https://www.latindex.org/latindex/ficha/20750;false;null;false;null;false;null;false;null;false;null;false;null
BAG Journal of basic applied genetics;1666-0390;1852-6233;Sociedad Argentina de Genética;true;https://www.caicyt-conicet.gov.ar/sitio/bag-journal-of-basic-applied-genetics/;true;https://doaj.org/toc/1852-6233;true;https://www.latindex.org/latindex/ficha/2003;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-6233&lng=es&nrm=iso;false;null;false;null;false;null
Beckettiana;;2683-9679;Facultad de Filosofía y Letras, Universidad de Buenos Aires;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28215;false;null;false;null;false;null;false;null;false;null;false;null
Bibliographica americana: Revista Interdisciplinaria de Estudios Coloniales;1668-3684;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=21939
Biocell;1667-5746;0327-9545;Tech Science Press;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=18414&tip=sid&clean=0;false;null;false;null;false;null;false;null
Biología acuática;0326-1638;1668-4869;Instituto de Limnología "Raúl A. Ringuelet";true;https://www.caicyt-conicet.gov.ar/sitio/biologia-acuatica-en-linea/;true;https://doaj.org/toc/1668-4869;true;https://www.latindex.org/latindex/ficha/2146;undefined;undefined;undefined;undefined;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1668-4869&lng=es&nrm=iso;undefined;undefined;true;https://biblat.unam.mx/es/revista/biologia-acuatica/articulo/algas-epipelicas-del-rio-samborombon-prov-buenos-aires;undefined;undefined
Bioquímica y Patología Clínica;1515-6761;2684-0359;Asociación Bioquímica Argtina;true;https://www.caicyt-conicet.gov.ar/sitio/bioquimica-y-patologia-clinica-en-linea/;true;https://doaj.org/toc/2684-0359;true;https://www.latindex.org/latindex/ficha/25666;true;https://www.redalyc.org/revista.oa?id=651&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Bitácora: Revista de la Facultad de Lenguas;1514-4801;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=19429
Bold;;2524-9703;Papel Cosido;false;null;false;null;true;https://www.latindex.org/latindex/ficha/23600;false;null;false;null;false;null;false;null;false;null;false;null
BOLETIN DE ARTE;2314-2502;;UNIV NAC PLATA, FAC BELLAS ARTES , DIAGONAL 78 N 680, LA PLATA, ARGENTINA, CP 1900;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;false;null
Boletín de Arte;1853-0710;2314-2502;Universidad Nacional de La Plata, Facultad de Bellas Artes;false;null;true;https://doaj.org/toc/2314-2502;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=25286
Boletín de ciencias políticas y sociales;0045-2394;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/boletin-de-ciencias-politicas-y-sociales/articulo/algunos-aspectos-de-la-teoria-general-del-sistema-tributario;false;null
Boletin de Estetica;1668-7132;2408-4417;Centro de Investigaciones Filosoficas;true;https://www.caicyt-conicet.gov.ar/sitio/boletin-de-estetica/;false;null;true;https://www.latindex.org/latindex/ficha/2639;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100903457&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2408-4417&lng=es&nrm=iso;false;null;false;null;false;null
Boletín de estudios geográficos;0374-6186;2525-1813;Universidad Nacional de Cuyo, Facultad de Filosofía y Letras, Departamento de Geografía, Instituto de Geografía;true;https://www.caicyt-conicet.gov.ar/sitio/boletin-de-estudios-geograficos-en-linea/;true;https://doaj.org/toc/2525-1813;true;https://www.latindex.org/latindex/ficha/23700;undefined;undefined;undefined;undefined;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2525-1813&lng=es&nrm=iso;undefined;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=6366
Boletín de Historia Argentina y Americana Dr. Emilio Ravignani;0524-9767;1850-2563;Universidad de Buenos Aires, Facultad de Filosofía y Letras, Instituto de Historia Argentina y Americana Dr. Emilio Ravignani;true;https://www.caicyt-conicet.gov.ar/sitio/boletin-del-instituto-de-historia-argentina-y-americana-dr-emilio-ravignani/;true;https://doaj.org/toc/1850-2563;true;https://www.latindex.org/latindex/ficha/2880;true;https://www.redalyc.org/revista.oa?id=3794&tipo=coleccion;true;https://www.scimagojr.com/journalsearch.php?q=26231&tip=sid&clean=0;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0524-9767&lng=es&nrm=iso;false;null;false;null;false;null
Boletín de investigación educativo - musical;0328-9346;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=2688
Boletín de la Academia Argentina de Letras;0001-3757;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=9475
Boletín de la Academia Nacional de Ciencias;0325-2051;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/boletin-de-la-academia-nacional-de-ciencias/articulo/gravitacion-y-experimento-aspectos-obsesrvacionales-y-experimentos-recientes-en-relatividad-general;false;null
Boletín de la Academia Nacional de Medicina de Buenos Aires;0374-647X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/boletin-de-la-academia-nacional-de-medicina-de-buenos-aires/articulo/anti-citrullinated-peptideprotein-antibodies-in-pre-early-and-established-rheumatoid-arthritis;false;null
